dexnum,name,zh_name,alola,galar,hisui,paldea,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group,Unnamed: 34,form_key,form_zh_name,gender_diff,appearance_diff,battle_form,notes
322,Numel,呆火駝,,,,,3.0,Fire,Ground,Numb Pokémon,0.7,24.0,Oblivious,Simple,Own Tempo,60.0,60.0,40.0,65.0,45.0,35.0,305.0,1 Sp. Atk,255,50,61,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
323,Camerupt,噴火駝,,,,,3.0,Fire,Ground,Eruption Pokémon,1.9,220.0,Magma Armor,Solid Rock,Anger Point,70.0,100.0,70.0,105.0,75.0,40.0,460.0,"1 Attack, 1 Sp. Atk",150,50,161,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
324,Torkoal,煤炭龜,,,,,3.0,Fire,,Coal Pokémon,0.5,80.4,White Smoke,Drought,Shell Armor,70.0,85.0,140.0,85.0,70.0,20.0,470.0,2 Defense,90,50,165,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
325,Spoink,跳跳豬,,,,,3.0,Psychic,,Bounce Pokémon,0.7,30.6,Thick Fat,Own Tempo,Gluttony,60.0,25.0,35.0,70.0,80.0,60.0,330.0,1 Sp. Def,255,50,66,Fast,Field,,50,50.0,20,Ordinary,,,,,,,
326,Grumpig,噗噗豬,,,,,3.0,Psychic,,Manipulate Pokémon,0.9,71.5,Thick Fat,Own Tempo,Gluttony,80.0,45.0,65.0,90.0,110.0,80.0,470.0,2 Sp. Def,60,50,165,Fast,Field,,50,50.0,20,Ordinary,,,,,,,
327,Spinda,晃晃斑,,,,,3.0,Normal,,Spot Panda Pokémon,1.1,5.0,Own Tempo,Tangled Feet,Contrary,60.0,60.0,60.0,60.0,60.0,60.0,360.0,1 Sp. Atk,255,50,126,Fast,Field,Human-Like,50,50.0,15,Ordinary,,,,,,,
328,Trapinch,大顎蟻,,,,,3.0,Ground,,Ant Pit Pokémon,0.7,15.0,Hyper Cutter,Arena Trap,Sheer Force,45.0,100.0,45.0,45.0,45.0,10.0,290.0,1 Attack,255,50,58,Medium Slow,Bug,Dragon,50,50.0,20,Ordinary,,,,,,,
329,Vibrava,超音波幼蟲,,,,,3.0,Ground,Dragon,Vibration Pokémon,1.1,15.3,Levitate,,,50.0,70.0,50.0,50.0,50.0,70.0,340.0,"1 Attack, 1 Speed",120,50,119,Medium Slow,Bug,Dragon,50,50.0,20,Ordinary,,,,,,,
330,Flygon,沙漠蜻蜓,,,,,3.0,Ground,Dragon,Mystic Pokémon,2,82.0,Levitate,,,80.0,100.0,80.0,80.0,80.0,100.0,520.0,"1 Attack, 2 Speed",45,50,234,Medium Slow,Bug,Dragon,50,50.0,20,Ordinary,,,,,,,
331,Cacnea,刺球仙人掌,,,,,3.0,Grass,,Cactus Pokémon,0.4,51.3,Sand Veil,Water Absorb,,50.0,85.0,40.0,85.0,40.0,35.0,335.0,1 Sp. Atk,190,35,67,Medium Slow,Grass,Human-Like,50,50.0,20,Ordinary,,,,,,,
332,Cacturne,夢歌仙人掌,,,,,3.0,Grass,Dark,Scarecrow Pokémon,1.3,77.4,Sand Veil,Water Absorb,,70.0,115.0,60.0,115.0,60.0,55.0,475.0,"1 Attack, 1 Sp. Atk",60,35,166,Medium Slow,Grass,Human-Like,50,50.0,20,Ordinary,,,,,,,
333,Swablu,青綿鳥,,,,,3.0,Normal,Flying,Cotton Bird Pokémon,0.4,1.2,Natural Cure,Cloud Nine,,45.0,40.0,60.0,40.0,75.0,50.0,310.0,1 Sp. Def,255,50,62,Erratic,Dragon,Flying,50,50.0,20,Ordinary,,,,,,,
334,Altaria,七夕青鳥,,,,,3.0,Dragon,Flying,Humming Pokémon,1.1,20.6,Natural Cure,Cloud Nine,,75.0,70.0,90.0,70.0,105.0,80.0,490.0,2 Sp. Def,45,50,172,Erratic,Dragon,Flying,50,50.0,20,Ordinary,,,,,,,
335,Zangoose,貓鼬斬,,,,,3.0,Normal,,Cat Ferret Pokémon,1.3,40.3,Immunity,Toxic Boost,,73.0,115.0,60.0,60.0,60.0,90.0,458.0,2 Attack,90,50,160,Erratic,Field,,50,50.0,20,Ordinary,,,,,,,
336,Seviper,飯匙蛇,,,,,3.0,Poison,,Fang Snake Pokémon,2.7,52.5,Shed Skin,Infiltrator,,73.0,100.0,60.0,100.0,60.0,65.0,458.0,"1 Attack, 1 Sp. Atk",90,50,160,Fluctuating,Dragon,Field,50,50.0,20,Ordinary,,,,,,,
337,Lunatone,月石,,,,,3.0,Rock,Psychic,Meteorite Pokémon,1,168.0,Levitate,,,90.0,55.0,65.0,95.0,85.0,70.0,460.0,2 Sp. Atk,45,50,161,Fast,Mineral,,,,25,Ordinary,,,,,,,
338,Solrock,太陽岩,,,,,3.0,Rock,Psychic,Meteorite Pokémon,1.2,154.0,Levitate,,,90.0,95.0,85.0,55.0,65.0,70.0,460.0,2 Attack,45,50,161,Fast,Mineral,,,,25,Ordinary,,,,,,,
339,Barboach,泥泥鰍,,,,,3.0,Water,Ground,Whiskers Pokémon,0.4,1.9,Oblivious,Anticipation,Hydration,50.0,48.0,43.0,46.0,41.0,60.0,288.0,1 HP,190,50,58,Medium Fast,Water 2,,50,50.0,20,Ordinary,,,,,,,
340,Whiscash,鯰魚王,,,,,3.0,Water,Ground,Whiskers Pokémon,0.9,23.6,Oblivious,Anticipation,Hydration,110.0,78.0,73.0,76.0,71.0,60.0,468.0,2 HP,75,50,164,Medium Fast,Water 2,,50,50.0,20,Ordinary,,,,,,,
341,Corphish,龍蝦小兵,,,,,3.0,Water,,Ruffian Pokémon,0.6,11.5,Hyper Cutter,Shell Armor,Adaptability,43.0,80.0,65.0,50.0,35.0,35.0,308.0,1 Attack,205,50,62,Fluctuating,Water 1,Water 3,50,50.0,15,Ordinary,,,,,,,
342,Crawdaunt,鐵螯龍蝦,,,,,3.0,Water,Dark,Rogue Pokémon,1.1,32.8,Hyper Cutter,Shell Armor,Adaptability,63.0,120.0,85.0,90.0,55.0,55.0,468.0,2 Attack,155,50,164,Fluctuating,Water 1,Water 3,50,50.0,15,Ordinary,,,,,,,
343,Baltoy,天秤偶,,,,,3.0,Ground,Psychic,Clay Doll Pokémon,0.5,21.5,Levitate,,,40.0,40.0,55.0,40.0,70.0,55.0,300.0,1 Sp. Def,255,50,60,Medium Fast,Mineral,,,,20,Ordinary,,,,,,,
344,Claydol,念力土偶,,,,,3.0,Ground,Psychic,Clay Doll Pokémon,1.5,108.0,Levitate,,,60.0,70.0,105.0,70.0,120.0,75.0,500.0,2 Sp. Def,90,50,175,Medium Fast,Mineral,,,,20,Ordinary,,,,,,,
345,Lileep,觸手百合,,,,,3.0,Rock,Grass,Sea Lily Pokémon,1,23.8,Suction Cups,Storm Drain,,66.0,41.0,77.0,61.0,87.0,23.0,355.0,1 Sp. Def,45,50,71,Erratic,Water 3,,87.5,12.5,30,Fossil,,,,,,,
346,Cradily,搖籃百合,,,,,3.0,Rock,Grass,Barnacle Pokémon,1.5,60.4,Suction Cups,Storm Drain,,86.0,81.0,97.0,81.0,107.0,43.0,495.0,2 Sp. Def,45,50,173,Erratic,Water 3,,87.5,12.5,30,Fossil,,,,,,,
347,Anorith,太古羽蟲,,,,,3.0,Rock,Bug,Old Shrimp Pokémon,0.7,12.5,Battle Armor,Swift Swim,,45.0,95.0,50.0,40.0,50.0,75.0,355.0,1 Attack,45,50,71,Erratic,Water 3,,87.5,12.5,30,Fossil,,,,,,,
348,Armaldo,太古盔甲,,,,,3.0,Rock,Bug,Plate Pokémon,1.5,68.2,Battle Armor,Swift Swim,,75.0,125.0,100.0,70.0,80.0,45.0,495.0,2 Attack,45,50,173,Erratic,Water 3,,87.5,12.5,30,Fossil,,,,,,,
349,Feebas,醜醜魚,,,,,3.0,Water,,Fish Pokémon,0.6,7.4,Swift Swim,Oblivious,Adaptability,20.0,15.0,20.0,10.0,55.0,80.0,200.0,1 Speed,255,50,40,Erratic,Dragon,Water 1,50,50.0,20,Ordinary,,,,,,,
350,Milotic,美納斯,,,,,3.0,Water,,Tender Pokémon,6.2,162.0,Marvel Scale,Competitive,Cute Charm,95.0,60.0,79.0,100.0,125.0,81.0,540.0,2 Sp. Def,60,50,189,Erratic,Dragon,Water 1,50,50.0,20,Ordinary,,,,,,,
351,Castform,飄浮泡泡,,,,,3.0,Normal,,Weather Pokémon,0.3,0.8,Forecast,,,70.0,70.0,70.0,70.0,70.0,70.0,420.0,1 HP,45,50,147,Medium Fast,Amorphous,Fairy,50,50.0,25,Ordinary,,,,,,,
352,Kecleon,變隱龍,,,,,3.0,Normal,,Color Swap Pokémon,1,22.0,Color Change,Protean,,60.0,90.0,70.0,60.0,120.0,40.0,440.0,1 Sp. Def,200,50,154,Medium Slow,Field,,50,50.0,20,Ordinary,,,,,,,
353,Shuppet,怨影娃娃,,,,,3.0,Ghost,,Puppet Pokémon,0.6,2.3,Insomnia,Frisk,Cursed Body,44.0,75.0,35.0,63.0,33.0,45.0,295.0,1 Attack,225,35,59,Fast,Amorphous,,50,50.0,25,Ordinary,,,,,,,
354,Banette,詛咒娃娃,,,,,3.0,Ghost,,Marionette Pokémon,1.1,12.5,Insomnia,Frisk,Cursed Body,64.0,115.0,65.0,83.0,63.0,65.0,455.0,2 Attack,45,35,159,Fast,Amorphous,,50,50.0,25,Ordinary,,,,,,,
355,Duskull,夜巡靈,,,,,3.0,Ghost,,Requiem Pokémon,0.8,15.0,Levitate,Frisk,,20.0,40.0,90.0,30.0,90.0,25.0,295.0,1 Sp. Def,190,35,59,Fast,Amorphous,,50,50.0,25,Ordinary,,,,,,,
356,Dusclops,徬徨夜靈,,,,,3.0,Ghost,,Beckon Pokémon,1.6,30.6,Pressure,Frisk,,40.0,70.0,130.0,60.0,130.0,25.0,455.0,"1 Defense, 1 Sp. Def",90,35,159,Fast,Amorphous,,50,50.0,25,Ordinary,,,,,,,
357,Tropius,熱帶龍,,,,,3.0,Grass,Flying,Fruit Pokémon,2,100.0,Chlorophyll,Solar Power,Harvest,99.0,68.0,83.0,72.0,87.0,51.0,460.0,2 HP,200,50,161,Slow,Grass,Monster,50,50.0,25,Ordinary,,,,,,,
358,Chimecho,風鈴鈴,,,,,3.0,Psychic,,Wind Chime Pokémon,0.6,1.0,Levitate,,,75.0,50.0,80.0,95.0,90.0,65.0,455.0,"1 Sp. Atk, 1 Sp. Def",45,50,159,Fast,Amorphous,,50,50.0,25,Ordinary,,,,,,,
359,Absol,阿勃梭魯,,,,,3.0,Dark,,Disaster Pokémon,1.2,47.0,Pressure,Super Luck,Justified,65.0,130.0,60.0,75.0,60.0,75.0,465.0,2 Attack,30,35,163,Medium Slow,Field,,50,50.0,25,Ordinary,,,,,,,
360,Wynaut,小果然,,,,,3.0,Psychic,,Bright Pokémon,0.6,14.0,Shadow Tag,Telepathy,,95.0,23.0,48.0,23.0,48.0,23.0,260.0,1 HP,125,50,52,Medium Fast,Undiscovered,,50,50.0,20,Baby Pokemon,,,,,,,
361,Snorunt,雪童子,,,,,3.0,Ice,,Snow Hat Pokémon,0.7,16.8,Inner Focus,Ice Body,Moody,50.0,50.0,50.0,50.0,50.0,50.0,300.0,1 HP,190,50,60,Medium Fast,Fairy,Mineral,50,50.0,20,Ordinary,,,,,,,
362,Glalie,冰鬼護,,,,,3.0,Ice,,Face Pokémon,1.5,256.5,Inner Focus,Ice Body,Moody,80.0,80.0,80.0,80.0,80.0,80.0,480.0,2 HP,75,50,168,Medium Fast,Fairy,Mineral,50,50.0,20,Ordinary,,,,,,,
363,Spheal,海豹球,,,,,3.0,Ice,Water,Clap Pokémon,0.8,39.5,Thick Fat,Ice Body,Oblivious,70.0,40.0,50.0,55.0,50.0,25.0,290.0,1 HP,255,50,58,Medium Slow,Field,Water 1,50,50.0,20,Ordinary,,,,,,,
364,Sealeo,海魔獅,,,,,3.0,Ice,Water,Ball Roll Pokémon,1.1,87.6,Thick Fat,Ice Body,Oblivious,90.0,60.0,70.0,75.0,70.0,45.0,410.0,2 HP,120,50,144,Medium Slow,Field,Water 1,50,50.0,20,Ordinary,,,,,,,
365,Walrein,帝牙海獅,,,,,3.0,Ice,Water,Ice Break Pokémon,1.4,150.6,Thick Fat,Ice Body,Oblivious,110.0,80.0,90.0,95.0,90.0,65.0,530.0,3 HP,45,50,239,Medium Slow,Field,Water 1,50,50.0,20,Ordinary,,,,,,,
366,Clamperl,珍珠貝,,,,,3.0,Water,,Bivalve Pokémon,0.4,52.5,Shell Armor,Rattled,,35.0,64.0,85.0,74.0,55.0,32.0,345.0,1 Defense,255,50,69,Erratic,Water 1,,50,50.0,20,Ordinary,,,,,,,
367,Huntail,獵斑魚,,,,,3.0,Water,,Deep Sea Pokémon,1.7,27.0,Swift Swim,Water Veil,,55.0,104.0,105.0,94.0,75.0,52.0,485.0,"1 Attack, 1 Defense",60,50,170,Erratic,Water 1,,50,50.0,20,Ordinary,,,,,,,
368,Gorebyss,櫻花魚,,,,,3.0,Water,,South Sea Pokémon,1.8,22.6,Swift Swim,Hydration,,55.0,84.0,105.0,114.0,75.0,52.0,485.0,2 Sp. Atk,60,50,170,Erratic,Water 1,,50,50.0,20,Ordinary,,,,,,,
369,Relicanth,古空棘魚,,,,,3.0,Water,Rock,Longevity Pokémon,1,23.4,Swift Swim,Rock Head,Sturdy,100.0,90.0,130.0,45.0,65.0,55.0,485.0,"1 HP, 1 Defense",25,50,170,Slow,Water 1,Water 2,87.5,12.5,40,Ordinary,,,,,,,
370,Luvdisc,愛心魚,,,,,3.0,Water,,Rendezvous Pokémon,0.6,8.7,Swift Swim,Hydration,,43.0,30.0,55.0,40.0,65.0,97.0,330.0,1 Speed,225,50,116,Fast,Water 2,,25,75.0,20,Ordinary,,,,,,,
371,Bagon,寶貝龍,,,,,3.0,Dragon,,Rock Head Pokémon,0.6,42.1,Rock Head,Sheer Force,,45.0,75.0,60.0,40.0,30.0,50.0,300.0,1 Attack,45,35,60,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
372,Shelgon,甲殼龍,,,,,3.0,Dragon,,Endurance Pokémon,1.1,110.5,Rock Head,Overcoat,,65.0,95.0,100.0,60.0,50.0,50.0,420.0,2 Defense,45,35,147,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
373,Salamence,暴飛龍,,,,,3.0,Dragon,Flying,Dragon Pokémon,1.5,102.6,Intimidate,Moxie,,95.0,135.0,80.0,110.0,80.0,100.0,600.0,3 Attack,45,35,300,Slow,Dragon,,50,50.0,40,Ordinary,,,,,,,
374,Beldum,鐵啞鈴,,,,,3.0,Steel,Psychic,Iron Ball Pokémon,0.6,95.2,Clear Body,Light Metal,,40.0,55.0,80.0,35.0,60.0,30.0,300.0,1 Defense,3,35,60,Slow,Mineral,,,,40,Ordinary,,,,,,,
375,Metang,金屬怪,,,,,3.0,Steel,Psychic,Iron Claw Pokémon,1.2,202.5,Clear Body,Light Metal,,60.0,75.0,100.0,55.0,80.0,50.0,420.0,2 Defense,3,35,147,Slow,Mineral,,,,40,Ordinary,,,,,,,
376,Metagross,巨金怪,,,,,3.0,Steel,Psychic,Iron Leg Pokémon,1.6,550.0,Clear Body,Light Metal,,80.0,135.0,130.0,95.0,90.0,70.0,600.0,3 Defense,3,35,270,Slow,Mineral,,,,40,Ordinary,,,,,,,
377,Regirock,雷吉洛克,,,,,3.0,Rock,,Rock Peak Pokémon,1.7,230.0,Clear Body,Sturdy,,80.0,100.0,200.0,50.0,100.0,50.0,580.0,3 Defense,3,35,261,Slow,Undiscovered,,,,80,Legendary,,,,,,,
378,Regice,雷吉艾斯,,,,,3.0,Ice,,Iceberg Pokémon,1.8,175.0,Clear Body,Ice Body,,80.0,50.0,100.0,100.0,200.0,50.0,580.0,3 Sp. Def,3,35,261,Slow,Undiscovered,,,,80,Legendary,,,,,,,
379,Registeel,雷吉斯奇魯,,,,,3.0,Steel,,Iron Pokémon,1.9,205.0,Clear Body,Light Metal,,80.0,75.0,150.0,75.0,150.0,50.0,580.0,"2 Defense, 1 Sp. Def",3,35,261,Slow,Undiscovered,,,,80,Legendary,,,,,,,
380,Latias,拉帝亞斯,,,,,3.0,Dragon,Psychic,Eon Pokémon,1.4,40.0,Levitate,,,80.0,80.0,90.0,110.0,130.0,110.0,600.0,3 Sp. Def,3,90,270,Slow,Undiscovered,,0,100.0,120,Legendary,,,,,,,
381,Latios,拉帝歐斯,,,,,3.0,Dragon,Psychic,Eon Pokémon,2,60.0,Levitate,,,80.0,90.0,80.0,130.0,110.0,110.0,600.0,3 Sp. Atk,3,90,270,Slow,Undiscovered,,100,0.0,120,Legendary,,,,,,,
382,Kyogre,蓋歐卡,,,,,3.0,Water,,Sea Basin Pokémon,4.5,352.0,Drizzle,,,100.0,100.0,90.0,150.0,140.0,90.0,670.0,3 Sp. Atk,3,0,335,Slow,Undiscovered,,,,120,Legendary,,,,,,,
383,Groudon,固拉多,,,,,3.0,Ground,,Continent Pokémon,3.5,950.0,Drought,,,100.0,150.0,140.0,100.0,90.0,90.0,670.0,3 Attack,3,0,335,Slow,Undiscovered,,,,120,Legendary,,,,,,,
384,Rayquaza,烈空坐,,,,,3.0,Dragon,Flying,Sky High Pokémon,7,206.5,Air Lock,,,105.0,150.0,90.0,150.0,90.0,95.0,680.0,"2 Attack, 1 Sp. Atk",45,0,340,Slow,Undiscovered,,,,120,Legendary,,,,,,,
385,Jirachi,基拉祈,,,,,3.0,Steel,Psychic,Wish Pokémon,0.3,1.1,Serene Grace,,,100.0,100.0,100.0,100.0,100.0,100.0,600.0,3 HP,3,100,270,Slow,Undiscovered,,,,120,Mythical,,,,,,,
386,Deoxys,代歐奇希斯,,,,,3.0,Psychic,,DNA Pokémon,1.7,60.8,Pressure,,,50.0,150.0,50.0,150.0,50.0,150.0,600.0,"1 Attack, 1 Sp. Atk, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical,,,,,,,
387,Turtwig,草苗龜,,,,,4.0,Grass,,Tiny Leaf Pokémon,0.4,10.2,Overgrow,Shell Armor,,55.0,68.0,64.0,45.0,55.0,31.0,318.0,1 Attack,45,50,64,Medium Slow,Grass,Monster,87.5,12.5,20,Ordinary,,,,,,,
388,Grotle,樹林龜,,,,,4.0,Grass,,Grove Pokémon,1.1,97.0,Overgrow,Shell Armor,,75.0,89.0,85.0,55.0,65.0,36.0,405.0,"1 Attack, 1 Defense",45,50,142,Medium Slow,Grass,Monster,87.5,12.5,20,Ordinary,,,,,,,
389,Torterra,土台龜,,,,,4.0,Grass,Ground,Continent Pokémon,2.2,310.0,Overgrow,Shell Armor,,95.0,109.0,105.0,75.0,85.0,56.0,525.0,"2 Attack, 1 Defense",45,50,236,Medium Slow,Grass,Monster,87.5,12.5,20,Ordinary,,,,,,,
390,Chimchar,小火焰猴,,,,,4.0,Fire,,Chimp Pokémon,0.5,6.2,Blaze,Iron Fist,,44.0,58.0,44.0,58.0,44.0,61.0,309.0,1 Speed,45,50,62,Medium Slow,Field,Human-Like,87.5,12.5,20,Ordinary,,,,,,,
391,Monferno,猛火猴,,,,,4.0,Fire,Fighting,Playful Pokémon,0.9,22.0,Blaze,Iron Fist,,64.0,78.0,52.0,78.0,52.0,81.0,405.0,"1 Sp. Atk, 1 Speed",45,50,142,Medium Slow,Field,Human-Like,87.5,12.5,20,Ordinary,,,,,,,
392,Infernape,烈焰猴,,,,,4.0,Fire,Fighting,Flame Pokémon,1.2,55.0,Blaze,Iron Fist,,76.0,104.0,71.0,104.0,71.0,108.0,534.0,"1 Attack, 1 Sp. Atk, 1 Speed",45,50,240,Medium Slow,Field,Human-Like,87.5,12.5,20,Ordinary,,,,,,,
393,Piplup,波加曼,,,,,4.0,Water,,Penguin Pokémon,0.4,5.2,Torrent,Defiant,,53.0,51.0,53.0,61.0,56.0,40.0,314.0,1 Sp. Atk,45,50,63,Medium Slow,Field,Water 1,87.5,12.5,20,Ordinary,,,,,,,
394,Prinplup,波皇子,,,,,4.0,Water,,Penguin Pokémon,0.8,23.0,Torrent,Defiant,,64.0,66.0,68.0,81.0,76.0,50.0,405.0,2 Sp. Atk,45,50,142,Medium Slow,Field,Water 1,87.5,12.5,20,Ordinary,,,,,,,
395,Empoleon,帝王拿波,,,,,4.0,Water,Steel,Emperor Pokémon,1.7,84.5,Torrent,Defiant,,84.0,86.0,88.0,111.0,101.0,60.0,530.0,3 Sp. Atk,45,50,239,Medium Slow,Field,Water 1,87.5,12.5,20,Ordinary,,,,,,,
396,Starly,姆克兒,,,,,4.0,Normal,Flying,Starling Pokémon,0.3,2.0,Keen Eye,Reckless,,40.0,55.0,30.0,30.0,30.0,60.0,245.0,1 Speed,255,50,49,Medium Slow,Flying,,50,50.0,15,Ordinary,,,,,,,
397,Staravia,姆克鳥,,,,,4.0,Normal,Flying,Starling Pokémon,0.6,15.5,Intimidate,Reckless,,55.0,75.0,50.0,40.0,40.0,80.0,340.0,2 Speed,120,50,119,Medium Slow,Flying,,50,50.0,15,Ordinary,,,,,,,
398,Staraptor,姆克鷹,,,,,4.0,Normal,Flying,Predator Pokémon,1.2,24.9,Intimidate,Reckless,,85.0,120.0,70.0,50.0,60.0,100.0,485.0,3 Attack,45,50,243,Medium Slow,Flying,,50,50.0,15,Ordinary,,,,,,,
399,Bidoof,大牙狸,,,,,4.0,Normal,,Plump Mouse Pokémon,0.5,20.0,Simple,Unaware,Moody,59.0,45.0,40.0,35.0,40.0,31.0,250.0,1 HP,255,50,50,Medium Fast,Field,Water 1,50,50.0,15,Ordinary,,,,,,,
400,Bibarel,大尾狸,,,,,4.0,Normal,Water,Beaver Pokémon,1,31.5,Simple,Unaware,Moody,79.0,85.0,60.0,55.0,60.0,71.0,410.0,2 Attack,127,50,144,Medium Fast,Field,Water 1,50,50.0,15,Ordinary,,,,,,,
401,Kricketot,圓法師,,,,,4.0,Bug,,Cricket Pokémon,0.3,2.2,Shed Skin,Run Away,,37.0,25.0,41.0,25.0,41.0,25.0,194.0,1 Defense,255,50,39,Medium Slow,Bug,,50,50.0,15,Ordinary,,,,,,,
402,Kricketune,音箱蟀,,,,,4.0,Bug,,Cricket Pokémon,1,25.5,Swarm,Technician,,77.0,85.0,51.0,55.0,51.0,65.0,384.0,2 Attack,45,50,134,Medium Slow,Bug,,50,50.0,15,Ordinary,,,,,,,
403,Shinx,小貓怪,,,,,4.0,Electric,,Flash Pokémon,0.5,9.5,Rivalry,Intimidate,Guts,45.0,65.0,34.0,40.0,34.0,45.0,263.0,1 Attack,235,50,53,Medium Slow,Field,,50,50.0,20,Ordinary,,,,,,,
404,Luxio,勒克貓,,,,,4.0,Electric,,Spark Pokémon,0.9,30.5,Rivalry,Intimidate,Guts,60.0,85.0,49.0,60.0,49.0,60.0,363.0,2 Attack,120,100,127,Medium Slow,Field,,50,50.0,20,Ordinary,,,,,,,
405,Luxray,倫琴貓,,,,,4.0,Electric,,Gleam Eyes Pokémon,1.4,42.0,Rivalry,Intimidate,Guts,80.0,120.0,79.0,95.0,79.0,70.0,523.0,3 Attack,45,50,262,Medium Slow,Field,,50,50.0,20,Ordinary,,,,,,,
406,Budew,含羞苞,,,,,4.0,Grass,Poison,Bud Pokémon,0.2,1.2,Natural Cure,Poison Point,Leaf Guard,40.0,30.0,35.0,50.0,70.0,55.0,280.0,1 Sp. Atk,255,50,56,Medium Slow,Undiscovered,,50,50.0,20,Baby Pokemon,,,,,,,
407,Roserade,羅絲雷朵,,,,,4.0,Grass,Poison,Bouquet Pokémon,0.9,14.5,Natural Cure,Poison Point,Technician,60.0,70.0,65.0,125.0,105.0,90.0,515.0,3 Sp. Atk,75,50,232,Medium Slow,Fairy,Grass,50,50.0,20,Ordinary,,,,,,,
408,Cranidos,頭蓋龍,,,,,4.0,Rock,,Head Butt Pokémon,0.9,31.5,Mold Breaker,Sheer Force,,67.0,125.0,40.0,30.0,30.0,58.0,350.0,1 Attack,45,50,70,Erratic,Monster,,87.5,12.5,30,Fossil,,,,,,,
409,Rampardos,戰槌龍,,,,,4.0,Rock,,Head Butt Pokémon,1.6,102.5,Mold Breaker,Sheer Force,,97.0,165.0,60.0,65.0,50.0,58.0,495.0,2 Attack,45,50,173,Erratic,Monster,,87.5,12.5,30,Fossil,,,,,,,
410,Shieldon,盾甲龍,,,,,4.0,Rock,Steel,Shield Pokémon,0.5,57.0,Sturdy,Soundproof,,30.0,42.0,118.0,42.0,88.0,30.0,350.0,1 Defense,45,50,70,Erratic,Monster,,87.5,12.5,30,Fossil,,,,,,,
411,Bastiodon,護城龍,,,,,4.0,Rock,Steel,Shield Pokémon,1.3,149.5,Sturdy,Soundproof,,60.0,52.0,168.0,47.0,138.0,30.0,495.0,2 Defense,45,50,173,Erratic,Monster,,87.5,12.5,30,Fossil,,,,,,,
412,Burmy,結草兒,,,,,4.0,Bug,,Bagworm Pokémon,0.2,3.4,Shed Skin,Overcoat,,40.0,29.0,45.0,29.0,45.0,36.0,224.0,1 Sp. Def,120,50,45,Medium Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
413,Wormadam,結草貴婦,,,,,4.0,Bug,Grass,Bagworm Pokémon,0.5,6.5,Anticipation,Overcoat,,60.0,59.0,85.0,79.0,105.0,36.0,424.0,2 Sp. Def,45,50,148,Medium Fast,Bug,,0,100.0,15,Ordinary,,,,,,,
414,Mothim,紳士蛾,,,,,4.0,Bug,Flying,Moth Pokémon,0.9,23.3,Swarm,Tinted Lens,,70.0,94.0,50.0,94.0,50.0,66.0,424.0,"1 Attack, 1 Sp. Atk",45,50,148,Medium Fast,Bug,,100,0.0,15,Ordinary,,,,,,,
415,Combee,三蜜蜂,,,,,4.0,Bug,Flying,Tiny Bee Pokémon,0.3,5.5,Honey Gather,Hustle,,30.0,30.0,42.0,30.0,42.0,70.0,244.0,1 Speed,120,50,49,Medium Slow,Bug,,87.5,12.5,15,Ordinary,,,,,,,
416,Vespiquen,蜂女王,,,,,4.0,Bug,Flying,Beehive Pokémon,1.2,38.5,Pressure,Unnerve,,70.0,80.0,102.0,80.0,102.0,40.0,474.0,"1 Defense, 1 Sp. Def",45,50,166,Medium Slow,Bug,,0,100.0,15,Ordinary,,,,,,,
417,Pachirisu,帕奇利茲,,,,,4.0,Electric,,EleSquirrel Pokémon,0.4,3.9,Run Away,Pickup,Volt Absorb,60.0,45.0,70.0,45.0,90.0,95.0,405.0,1 Speed,200,100,142,Medium Fast,Fairy,Field,50,50.0,10,Ordinary,,,,,,,
418,Buizel,泳圈鼬,,,,,4.0,Water,,Sea Weasel Pokémon,0.7,29.5,Swift Swim,Water Veil,,55.0,65.0,35.0,60.0,30.0,85.0,330.0,1 Speed,190,50,66,Medium Fast,Field,Water 1,50,50.0,20,Ordinary,,,,,,,
419,Floatzel,浮潛鼬,,,,,4.0,Water,,Sea Weasel Pokémon,1.1,33.5,Swift Swim,Water Veil,,85.0,105.0,55.0,85.0,50.0,115.0,495.0,2 Speed,75,50,173,Medium Fast,Field,Water 1,50,50.0,20,Ordinary,,,,,,,
420,Cherubi,櫻花寶,,,,,4.0,Grass,,Cherry Pokémon,0.4,3.3,Chlorophyll,,,45.0,35.0,45.0,62.0,53.0,35.0,275.0,1 Sp. Atk,190,50,55,Medium Fast,Fairy,Grass,50,50.0,20,Ordinary,,,,,,,
421,Cherrim,櫻花兒,,,,,4.0,Grass,,Blossom Pokémon,0.5,9.3,Flower Gift,,,70.0,60.0,70.0,87.0,78.0,85.0,450.0,2 Sp. Atk,75,50,158,Medium Fast,Fairy,Grass,50,50.0,20,Ordinary,,,,,,,
